"Weekday","FieldOfStudy","Race","Age","Gender","Edu","Political","SocialStatus","Religious","USAScore","UKScore","ItalyScore","ChinaScore"
2,9,"Black",55,"Female",5,"Left",5,2,"No_Bias",NA,0.832888238845348,NA
3,NA,NA,NA,NA,NA,"Moderate",8,2,"No_Bias",NA,0.363898597888673,NA
3,2,"White",63,"Male",8,"Left",7,1,"No_Bias",0.642777375277116,NA,NA
3,14,"White",18,"Male",3,"Moderate",6,1,"No_Bias",0.15122177628714,NA,NA
3,8,"Asian",26,"Female",7,"Moderate",5,1,"No_Bias",0.340964174510509,NA,NA
3,12,"White",18,"Male",5,"Left",6,2,"No_Bias",0.0272877019564599,NA,NA
3,9,"White",22,"Female",6,NA,4,3,"No_Bias",NA,NA,-0.252733748710664
3,6,"White",24,"Female",7,"Moderate",2,3,"No_Bias",NA,-0.230370149612908,NA
3,5,"White",33,"Female",8,"Right",7,3,"COVID",NA,NA,0.595725381869997
3,6,"Other",21,"Male",7,"Moderate",6,3,"No_Bias",NA,-0.0475060305435262,NA
3,14,"White",20,"Male",5,"Left",5,1,NA,NA,-0.343016155580792,NA
3,8,"Other",18,"Male",4,"Left",6,2,"No_Bias",NA,0.0116533827899087,NA
3,11,"White",58,"Male",13,"Moderate",8,1,"No_Bias",NA,0.147100483856656,NA
3,1,"Asian",21,"Female",5,"Left",8,1,"No_Bias",-0.42701477905226,NA,NA
3,12,"White",49,"Female",9,"Moderate",6,2,"COVID",-0.321967164133554,NA,NA
3,2,"White",52,"Male",8,"Right",7,4,"No_Bias",NA,NA,0.318424270168318
3,NA,"White",15,"Male",NA,"Right",8,3,"COVID",NA,NA,NA
3,8,"White",20,"Female",4,"Left",6,2,"Non_COVID",-0.581039578328413,NA,NA
3,11,"White",26,"Female",9,"Left",5,1,"No_Bias",NA,NA,0.180195969553081
3,14,"White",57,"Female",9,"Left",8,2,"No_Bias",NA,0.147084896806519,NA
3,11,"White",20,"Female",5,"Moderate",5,2,"No_Bias",NA,-0.206896611870733,NA
3,12,"White",21,"Female",5,NA,4,4,"COVID",NA,0.396668910156652,NA
3,11,"White",20,"Female",5,NA,5,2,"No_Bias",0.0368515418945459,NA,NA
3,8,"White",51,"Male",9,"Left",8,1,"No_Bias",NA,0.298212310060243,NA
3,8,"White",26,"Male",14,"Moderate",7,2,"No_Bias",NA,NA,-0.519561086378218
3,11,"White",21,"Female",5,"Moderate",8,2,"No_Bias",NA,-0.0223002479978102,NA
3,11,"White",27,"Female",6,"Moderate",5,1,"No_Bias",NA,0.243068155259845,NA
3,9,"White",34,"Female",7,NA,7,2,"No_Bias",NA,-0.042997513002887,NA
3,14,"Asian",40,"Female",10,"Left",6,2,NA,0.647024718939592,NA,NA
3,5,"White",42,"Female",7,"Left",7,2,"No_Bias",NA,NA,-0.0713525275519238
3,5,"White",27,"Female",9,"Left",8,1,"No_Bias",-0.437381366642438,NA,NA
3,1,"White",18,"Female",4,NA,7,1,"No_Bias",0.277897424966459,NA,NA
3,5,"White",26,"Female",8,"Left",6,1,"No_Bias",NA,0.717394204111993,NA
3,10,"White",36,"Female",11,"Left",9,1,"COVID",NA,NA,-0.398946076923225
3,4,"White",54,"Male",13,"Left",8,2,"No_Bias",NA,0.525866698020968,NA
3,NA,"Asian",17,"Female",NA,NA,NA,NA,"No_Bias",NA,NA,NA
3,NA,"White",60,"Female",NA,"Moderate",5,3,"No_Bias",0.375204353249925,NA,NA
3,11,"White",20,"Female",4,"Moderate",5,2,"No_Bias",0.455810044148396,NA,NA
3,2,"Black",30,"Male",9,"Left",6,3,"No_Bias",NA,NA,NA
3,1,"Black",18,"Female",4,"Left",7,4,"No_Bias",0.500224263223759,NA,NA
3,7,"White",19,"Female",5,"Left",7,1,"No_Bias",NA,NA,-0.291873269422039
3,15,"Other",18,"Male",4,"Moderate",7,3,"Non_COVID",NA,-0.450816453104153,NA
3,2,"White",28,"Male",7,"Left",6,1,"No_Bias",NA,-0.552429941329163,NA
3,9,"Asian",18,"Female",3,"Left",6,1,NA,NA,NA,-0.11043033295624
3,11,"White",81,"Male",13,"Left",8,1,"COVID",NA,-0.519762670019236,NA
3,7,"Other",15,"Female",3,"Moderate",7,3,"No_Bias",NA,NA,0.223723150058313
4,5,"White",47,"Female",8,NA,6,1,"No_Bias",NA,NA,NA
4,2,"White",20,"Female",5,NA,8,4,"No_Bias",0.874934265719168,NA,NA
4,8,"White",29,"Female",7,"Left",5,1,NA,NA,0.580902395691983,NA
4,8,"White",21,"Female",7,"Left",6,2,"No_Bias",NA,0.899847444874369,NA
4,14,"White",18,"Female",4,"Left",6,1,"No_Bias",-0.374437621268469,NA,NA
4,5,"White",21,"Male",6,"Moderate",7,1,"No_Bias",NA,0.340184668387061,NA
4,2,"Asian",19,"Female",5,"Left",5,3,NA,-0.575055185155184,NA,NA
4,11,"White",19,"Female",5,"Left",5,1,"No_Bias",NA,-0.0930764724337056,NA
4,8,"Other",30,"Female",7,"Left",4,3,"No_Bias",-0.747117547444298,NA,NA
4,6,"Other",19,"Male",5,"Moderate",4,2,"No_Bias",NA,0.166979118984066,NA
4,8,"Asian",34,"Female",9,"Left",7,1,"No_Bias",0.630105975571206,NA,NA
4,1,"White",21,"Male",5,"Left",7,1,"No_Bias",NA,NA,-0.615764848807359
4,2,"Other",22,"Male",5,"Left",5,1,"No_Bias",NA,NA,-0.073313139895151
4,7,NA,25,"Male",7,"Left",7,1,NA,NA,-0.312749246424666,NA
4,7,"White",48,"Female",9,NA,8,3,"No_Bias",NA,NA,-0.372221279761021
4,3,"White",17,"Male",4,"Moderate",8,3,NA,0.927571708968191,NA,NA
4,11,"White",65,"Female",13,"Left",7,3,"No_Bias",-0.0370135819695175,NA,NA
4,8,"White",40,"Female",9,"Left",7,2,"No_Bias",NA,-0.440232481373803,NA
4,14,"White",36,"Female",9,"Left",7,1,"No_Bias",0.121549548173343,NA,NA
4,8,"White",32,"Female",9,"Left",7,1,"No_Bias",0.0667000466145269,NA,NA
4,1,"White",18,"Female",4,"Moderate",6,1,"No_Bias",0.106361343953513,NA,NA
4,12,"White",47,"Female",9,"Left",7,1,"COVID",NA,-0.483999338231366,NA
4,9,"White",34,"Male",7,NA,5,3,"No_Bias",NA,-0.101169961456898,NA
4,1,"White",19,"Male",4,"Moderate",8,1,"No_Bias",NA,NA,-0.125128248395439
4,11,"Other",16,"Female",3,"Left",4,1,"No_Bias",NA,NA,0.370532977972048
4,12,"White",49,"Female",8,"Left",5,1,"No_Bias",NA,-0.152202716946175,NA
4,11,"White",17,"Female",3,"Left",8,1,"No_Bias",0.0951878331787988,NA,NA
4,8,"White",18,"Female",4,"Moderate",7,3,"No_Bias",NA,NA,-0.576722717249586
4,9,"White",22,"Female",7,"Moderate",7,1,"No_Bias",NA,-0.277976999609271,NA
4,15,"Other",17,"Female",3,"Left",8,3,"No_Bias",-0.213882007475519,NA,NA
4,5,"White",45,"Male",9,"Moderate",7,2,"No_Bias",NA,0.382392576468309,NA
4,14,"White",38,"Male",9,NA,6,NA,"No_Bias",0.232633468959863,NA,NA
4,11,"White",19,"Female",5,"Moderate",5,3,"No_Bias",0.390500044027297,NA,NA
4,15,"White",61,"Male",5,NA,6,1,"No_Bias",NA,0.0787225960625965,NA
4,11,"Other",25,"Male",6,"Moderate",7,2,"No_Bias",NA,NA,0.211896410366276
4,14,"White",43,"Male",9,"Moderate",8,1,"No_Bias",NA,NA,-0.593815622454992
4,8,"Asian",31,"Female",12,"Left",8,1,"No_Bias",NA,NA,-0.350299580455236
4,10,"Black",29,"Female",7,"Moderate",6,3,"No_Bias",NA,0.495060879138068,NA
4,9,"White",33,"Female",9,"Left",7,1,"No_Bias",0.137483297049244,NA,NA
4,4,"White",26,"Male",6,"Right",6,2,"No_Bias",NA,-0.123466408469134,NA
4,2,"White",46,"Female",9,"Left",9,1,"No_Bias",0.172439770001374,NA,NA
4,14,NA,18,"Male",2,"Left",7,2,"No_Bias",NA,NA,-0.839658240371071
4,8,"White",21,"Female",5,"Left",6,2,"No_Bias",-0.0466552954492007,NA,NA
4,5,"White",42,"Female",9,"Left",8,1,"No_Bias",NA,NA,NA
4,13,"White",38,"Female",7,"Left",7,3,"No_Bias",NA,NA,-0.0150037507019082
5,NA,"Black",19,"Male",NA,"Moderate",4,4,"No_Bias",NA,NA,NA
5,12,"Other",22,"Female",5,"Left",7,1,"No_Bias",0.290941285587914,NA,NA
5,NA,"Other",15,"Female",NA,"Moderate",4,4,"No_Bias",NA,NA,-0.335785097623202
5,8,"Black",25,"Female",8,"Left",6,4,"COVID",NA,NA,NA
5,4,"White",38,"Female",13,"Moderate",6,1,"No_Bias",NA,0.317399379726009,NA
5,15,"Black",18,"Female",3,"Left",5,1,"No_Bias",NA,NA,NA
5,14,"Asian",16,"Female",3,"Moderate",7,1,"No_Bias",NA,0.191147098914972,NA
5,5,"White",18,"Female",5,"Left",7,2,"No_Bias",NA,0.257426154443057,NA
5,8,"Black",24,"Female",5,"Moderate",3,3,"No_Bias",0.192331124787893,NA,NA
5,6,"Asian",22,"Male",7,"Left",5,3,"No_Bias",NA,NA,-0.479656020988793
5,9,"White",41,"Female",9,"Left",6,2,"No_Bias",NA,-0.969965901109768,NA
5,NA,"White",20,"Female",NA,"Left",6,1,"No_Bias",NA,0.380778622355878,NA
5,12,"White",54,"Female",7,"Left",6,1,"COVID",NA,NA,-0.105875999387678
5,13,"Other",NA,NA,1,"Left",5,2,"No_Bias",-0.00316467330830518,NA,NA
5,13,"Other",NA,NA,13,"Moderate",8,2,"No_Bias",NA,NA,0.215461625103328
5,NA,NA,NA,NA,NA,"Left",8,2,"No_Bias",NA,0.262450953970173,NA
5,15,"Black",12,"Male",2,"Moderate",6,2,"No_Bias",-0.347367268532325,NA,NA
5,14,"Black",14,"Male",2,"Moderate",10,4,"No_Bias",NA,NA,0.140261367765734
5,12,"Other",19,"Female",4,"Left",7,2,"No_Bias",NA,0.358372096901024,NA
5,11,"White",22,"Female",4,"Left",6,1,"No_Bias",NA,-0.0613603141450534,NA
5,14,"Black",11,"Female",1,"Moderate",6,1,"No_Bias",NA,NA,NA
5,3,"Asian",36,"Female",7,"Left",6,1,"No_Bias",NA,0.701724839651347,NA
5,6,"Asian",32,"Male",7,"Moderate",7,3,NA,NA,NA,-0.297031587145642
5,12,"White",28,"Female",7,"Left",7,3,"No_Bias",NA,NA,-0.553752546028684
5,4,NA,25,"Female",7,"Left",8,1,"No_Bias",0.922504580596,NA,NA
5,4,"White",54,"Female",9,"Left",9,1,"No_Bias",0.0895463351717709,NA,NA
5,12,"White",19,"Female",4,"Left",7,2,"No_Bias",NA,0.61834964283841,NA
5,11,"White",19,"Female",4,"Left",6,1,NA,NA,0.477943013280503,NA
5,10,"Other",16,"Female",3,"Moderate",6,3,"No_Bias",0.248826217330561,NA,NA
5,11,"Asian",33,"Female",13,"Moderate",4,3,"Non_COVID",NA,NA,NA
5,5,"White",32,"Female",9,"Left",4,3,"No_Bias",-0.0957894045426343,NA,NA
5,10,"White",20,"Female",5,NA,9,2,"No_Bias",NA,NA,0.163151239673915
5,NA,NA,36,"Female",NA,NA,NA,NA,"No_Bias",0.248210266988502,NA,NA
5,4,"White",25,"Male",7,"Left",6,1,"No_Bias",NA,NA,-0.273905041428398
5,14,"Asian",26,"Male",9,"Moderate",7,1,"No_Bias",NA,NA,-0.54575220401274
5,10,"White",30,"Female",11,"Left",7,2,"No_Bias",NA,NA,0.87635025047982
5,12,"White",30,"Female",9,"Left",7,1,"No_Bias",0.508842815485312,NA,NA
5,14,"White",43,"Male",6,NA,4,1,"No_Bias",-0.631935306027713,NA,NA
5,11,"White",18,"Female",5,"Moderate",5,1,"No_Bias",-0.776307190208165,NA,NA
5,8,"White",21,"Female",5,"Right",6,2,"COVID",0.0166236173562605,NA,NA
5,7,"White",40,"Female",6,"Left",8,1,"No_Bias",NA,NA,0.533404863370231
5,1,"White",18,"Female",5,NA,6,3,"No_Bias",0.283129003542296,NA,NA
5,5,"White",64,"Female",9,"Left",6,1,"No_Bias",NA,NA,-0.278058601897395
5,3,"Black",42,"Female",7,"Moderate",5,2,"No_Bias",NA,-0.0894995292506194,NA
5,4,"White",32,"Male",9,"Left",8,2,"No_Bias",NA,0.0870774365638839,NA
5,1,"White",34,"Female",5,"Moderate",4,3,"No_Bias",NA,NA,-0.19663533268571
5,13,"Asian",29,"Female",7,"Left",7,1,"No_Bias",NA,NA,-0.657129080765696
5,8,"Black",41,"Female",6,"Right",7,4,"No_Bias",NA,NA,NA
5,NA,"White",39,"Male",NA,"Left",1,1,NA,-0.301570276348949,NA,NA
5,8,"White",18,"Female",5,"Moderate",6,3,NA,-0.66456120969999,NA,NA
5,11,"Other",16,"Male",3,"Left",6,3,"No_Bias",NA,0.348904196563195,NA
5,4,"Asian",27,"Male",13,"Moderate",5,2,"No_Bias",-0.0657181695548987,NA,NA
5,8,"White",42,"Female",8,"Right",6,3,"No_Bias",NA,NA,-0.282731170430308
5,2,"White",50,"Male",7,"Moderate",8,1,"No_Bias",NA,0.0656534212361477,NA
5,14,"White",32,"Female",8,"Left",6,2,"No_Bias",0.451693008447797,NA,NA
5,1,"White",22,"Female",7,"Left",7,1,"No_Bias",0.214782971323856,NA,NA
5,13,"White",41,"Female",9,"Left",2,2,"No_Bias",NA,-0.882401707415335,NA
5,5,"White",38,"Male",6,NA,5,3,"No_Bias",-0.266600799521414,NA,NA
5,2,"Asian",47,"Male",10,"Right",8,1,"No_Bias",0.273285407411508,NA,NA
6,6,"Asian",62,"Male",6,NA,7,3,"No_Bias",0.410844853735059,NA,NA
6,NA,"Other",NA,NA,NA,"Moderate",6,2,"No_Bias",NA,NA,0.297055506302343
6,7,"White",29,"Male",5,"Moderate",6,2,"No_Bias",NA,NA,-0.86718089241325
6,12,"Asian",27,"Female",13,"Moderate",4,1,"Non_COVID",-0.267032213837733,NA,NA
6,3,"White",20,"Male",5,"Moderate",9,2,"COVID",NA,NA,NA
6,12,"White",32,NA,7,"Left",8,1,"No_Bias",-0.285467029234869,NA,NA
6,9,"White",29,"Female",8,"Moderate",5,1,"No_Bias",NA,0.818484892569957,NA
6,4,"White",17,"Male",3,"Left",5,1,"COVID",0.399651563019542,NA,NA
6,5,"Other",30,"Female",5,"Left",2,1,"No_Bias",0.474501378453721,NA,NA
6,14,"White",32,"Female",9,"Left",6,2,NA,-0.0114745675553413,NA,NA
6,11,"Asian",19,"Female",4,"Moderate",6,2,NA,NA,NA,0.401960541433028
6,7,"Other",32,"Male",13,"Left",8,1,"COVID",-0.312756313541007,NA,NA
6,6,"White",21,"Male",7,"Left",9,1,"No_Bias",NA,NA,-0.137603220854061
6,NA,"White",17,"Male",NA,NA,NA,NA,"No_Bias",-0.0887224085055526,NA,NA
6,5,"White",65,"Female",9,"Left",6,3,"Non_COVID",-0.328928549943576,NA,NA
6,14,"White",24,"Female",9,"Left",8,2,"No_Bias",NA,0.0533001471019364,NA
6,NA,"White",21,"Male",NA,"Right",7,2,"COVID",1.07880857116558,NA,NA
6,1,"Black",24,"Female",7,"Left",4,3,"No_Bias",NA,NA,NA
6,12,"White",46,"Male",9,NA,7,2,"No_Bias",0.39614452271735,NA,NA
6,3,"White",38,"Female",9,"Left",4,4,"No_Bias",NA,NA,0.197361362471268
6,NA,"White",NA,NA,NA,"Moderate",7,1,"No_Bias",NA,NA,-0.0323286355550444
6,NA,"White",16,"Male",NA,NA,NA,2,"No_Bias",-0.522245007744929,NA,NA
6,12,"White",33,"Male",9,"Left",8,1,"No_Bias",NA,NA,NA
6,8,"White",15,"Female",3,"Moderate",5,3,"No_Bias",-0.155166726530006,NA,NA
6,12,"Asian",26,"Female",7,"Left",8,2,"No_Bias",0.539319110759433,NA,NA
6,12,"White",27,"Female",8,"Left",5,1,"No_Bias",NA,NA,0.728766370237306
6,3,"Other",26,"Female",7,"Left",7,2,"COVID",NA,NA,-0.174571439480822
6,10,"White",18,"Female",5,"Moderate",7,1,"No_Bias",0.625248975603028,NA,NA
6,9,"White",20,"Female",5,"Left",8,2,"No_Bias",0.247010263653017,NA,NA
6,8,"Asian",18,"Female",5,"Moderate",8,2,"No_Bias",0.0476978216653999,NA,NA
6,3,"White",17,"Female",2,NA,6,4,"COVID",NA,0.118708778441663,NA
6,12,"Asian",29,"Female",7,"Left",5,2,"No_Bias",NA,NA,-0.545830281510458
6,8,"Other",19,"Female",5,"Left",4,1,"COVID",NA,0.126813104768247,NA
6,11,"White",21,"Male",5,"Right",6,4,"No_Bias",0.37028663889997,NA,NA
6,1,"White",18,"Male",4,"Right",7,3,"No_Bias",NA,NA,NA
6,14,"White",33,"Female",8,"Moderate",6,2,"No_Bias",0.251235341408655,NA,NA
6,9,"Asian",19,"Female",4,"Moderate",7,2,"No_Bias",NA,0.273314852182922,NA
7,7,"Black",38,"Male",4,"Moderate",5,3,"COVID",NA,NA,0.187341330513453
7,4,"Asian",24,"Male",7,"Moderate",7,2,"COVID",NA,NA,-0.322121159364829
7,11,"Other",20,"Female",5,"Left",4,1,"No_Bias",NA,0.437456453658728,NA
7,5,"White",61,"Female",9,NA,6,NA,"No_Bias",NA,NA,-0.57807267224063
7,14,"Black",22,"Male",5,"Left",5,3,NA,-0.151068177307684,NA,NA
7,8,"Asian",23,"Female",7,NA,8,3,"No_Bias",NA,0.0464720704645344,NA
7,6,"White",61,"Female",7,"Left",6,1,"No_Bias",NA,-0.183400972896618,NA
7,11,"White",49,"Female",13,"Left",6,2,"No_Bias",NA,-0.197118625156759,NA
7,6,"White",19,"Male",5,"Moderate",6,2,"No_Bias",NA,-0.361596586921166,NA
7,6,"Asian",19,"Male",5,"Moderate",5,1,"No_Bias",0.244792023811498,NA,NA
7,NA,"Other",16,"Female",NA,"Moderate",4,3,"No_Bias",NA,NA,-0.0146575613261857
7,6,"Other",45,"Male",9,"Moderate",9,1,"No_Bias",NA,0.344295800628296,NA
7,11,"Asian",20,"Female",7,"Left",6,2,"No_Bias",NA,NA,0.0588463928519444
7,9,NA,NA,NA,9,NA,NA,NA,"No_Bias",NA,NA,NA
7,5,"White",50,"Female",9,"Left",6,2,"No_Bias",NA,0.0512462144172464,NA
7,15,"White",19,"Female",3,"Moderate",2,3,"No_Bias",NA,NA,0.0300755483619365
7,5,"Asian",45,"Male",9,"Left",6,1,"No_Bias",NA,-0.44824345047061,NA
7,12,"Asian",23,"Female",7,"Left",5,1,"No_Bias",NA,NA,-0.158613127290578
7,4,"White",39,"Male",9,NA,6,1,"No_Bias",0.300846280497267,NA,NA
7,12,"Asian",20,"Female",7,"Moderate",7,1,"No_Bias",0.170196162890247,NA,NA
7,2,"Black",28,"Female",6,"Moderate",5,3,"COVID",NA,NA,NA
7,6,"Other",20,"Male",5,"Left",7,2,"No_Bias",NA,0.717367582000751,NA
7,12,"White",20,"Female",5,"Left",7,1,"No_Bias",0.0397876492096908,NA,NA
7,5,"White",22,"Male",7,"Moderate",6,1,"No_Bias",NA,NA,0.351716133668776
7,6,"White",29,"Male",7,"Moderate",8,1,"COVID",NA,0.0647283005909138,NA
7,NA,"White",17,"Female",NA,"Moderate",4,3,"No_Bias",0.0370130057894662,NA,NA
7,13,"Other",19,"Female",4,"Left",7,3,"COVID",NA,-0.0905050619224725,NA
7,4,"White",20,"Female",5,"Left",7,1,"No_Bias",NA,-0.0484546265337636,NA
7,14,"White",57,"Male",9,"Right",7,4,"COVID",-0.398075325081809,NA,NA
1,4,"Asian",24,"Female",7,NA,4,2,"No_Bias",NA,NA,NA
1,4,"White",21,"Male",4,NA,4,1,"No_Bias",NA,-0.159792811177252,NA
1,11,"White",42,"Female",9,"Moderate",6,3,"No_Bias",NA,-0.472587281927316,NA
1,5,"Black",39,"Female",5,"Moderate",4,4,"No_Bias",NA,0.138058086424656,NA
1,5,"Asian",31,"Female",12,"Moderate",4,1,"Non_COVID",NA,NA,1.0626280523985
1,14,"White",23,"Female",7,"Moderate",5,2,"No_Bias",NA,-0.645574520804252,NA
1,4,"Asian",22,"Male",9,"Left",6,1,"No_Bias",NA,NA,0.471665056678789
1,8,"Black",55,"Female",9,"Left",7,3,"COVID",0.154477677213824,NA,NA
1,2,"Asian",24,"Female",9,"Moderate",6,2,"No_Bias",NA,NA,0.156408787694816
1,1,"Asian",16,"Female",3,"Left",7,2,"No_Bias",NA,-0.66164956105561,NA
1,11,"White",26,"Female",9,"Left",8,2,"No_Bias",NA,NA,-0.199458776741845
1,11,"Other",23,"Female",8,"Left",6,1,"No_Bias",NA,0.179913988652659,NA
1,15,"Black",22,"Female",5,"Left",4,1,"Non_COVID",NA,0.509672178100311,NA
1,2,"White",21,"Male",4,"Left",7,1,"No_Bias",NA,NA,0.629635129491846
1,NA,NA,27,"Female",NA,NA,5,NA,"No_Bias",0.43972827243797,NA,NA
1,2,"Asian",18,"Female",4,"Moderate",5,1,NA,0.341584094032361,NA,NA
1,8,"Other",58,"Male",5,"Moderate",4,1,"No_Bias",-0.642250753675568,NA,NA
1,NA,"Asian",25,"Male",NA,"Left",7,1,"No_Bias",NA,NA,-0.257313016728144
1,14,"White",20,"Female",5,"Moderate",6,1,"No_Bias",NA,0.609015400026521,NA
1,NA,"White",18,"Male",NA,"Left",9,1,"No_Bias",-0.528786235002265,NA,NA
1,1,"White",22,"Male",5,"Left",7,1,"No_Bias",NA,-0.39245253052448,NA
1,1,"Asian",20,"Male",4,"Moderate",7,3,"No_Bias",NA,-0.184134107566217,NA
1,5,"Asian",18,"Female",5,NA,6,NA,"No_Bias",NA,0.612515851622368,NA
1,11,"Other",19,"Female",4,"Moderate",5,3,"No_Bias",NA,-0.0111011132663318,NA
1,8,"White",19,"Female",5,"Right",6,3,"No_Bias",NA,NA,NA
1,2,"White",19,"Female",5,"Moderate",9,4,"No_Bias",0.753536829845585,NA,NA
1,8,"Asian",22,"Female",7,"Left",8,1,"No_Bias",NA,NA,-0.654717327096217
1,5,"Asian",18,"Female",5,NA,6,NA,"COVID",0.818812279991672,NA,NA
1,2,"White",21,"Female",7,"Moderate",8,1,"No_Bias",NA,-0.0991060335871604,NA
1,15,"White",17,"Male",3,"Moderate",7,1,"No_Bias",NA,NA,-0.449573795292287
1,5,"Other",47,"Male",9,NA,4,1,"No_Bias",NA,0.000355471348130156,NA
1,8,"White",19,"Female",5,"Moderate",8,2,"No_Bias",NA,NA,-0.315232512207904
1,8,"Other",29,"Female",9,"Left",4,3,"No_Bias",NA,-0.29939115992207,NA
1,8,"Asian",21,"Female",4,"Left",7,3,"COVID",0.428135413842463,NA,NA
1,6,"White",67,"Male",5,"Left",7,1,"No_Bias",0.0846642757880202,NA,NA
1,8,"Asian",18,"Female",4,"Left",7,3,"No_Bias",NA,NA,0.0335595810621268
1,11,"Asian",33,"Male",9,NA,8,4,"No_Bias",NA,NA,-1.28339535977073
1,13,"White",25,"Female",7,"Moderate",8,3,"No_Bias",0.459421021498398,NA,NA
2,NA,"Other",18,"Female",NA,"Moderate",7,1,NA,NA,-0.120791810365901,NA
2,15,"White",19,"Female",5,"Moderate",5,1,"No_Bias",NA,-0.151230150722561,NA
2,15,"White",19,"Female",5,"Moderate",6,1,"COVID",NA,0.53425943531615,NA
2,14,"White",22,"Female",7,"Moderate",1,3,"No_Bias",NA,NA,-0.0863051587289719
2,11,"White",21,"Female",5,"Moderate",7,3,"No_Bias",NA,-0.287889094282046,NA
2,8,"White",18,"Female",4,"Right",5,4,"No_Bias",0.177691135054029,NA,NA
2,11,"Black",20,"Male",4,"Moderate",5,1,NA,NA,NA,0.178177195091996
2,11,"White",19,"Female",5,"Left",6,2,"No_Bias",NA,NA,0.505467265065396
2,13,"White",21,"Female",4,"Left",5,1,"COVID",NA,NA,-0.00580725601514257
2,4,"White",29,"Male",7,"Moderate",7,1,"No_Bias",NA,NA,0.250508062726891
2,14,NA,NA,NA,5,"Moderate",6,1,"No_Bias",-0.0824016772640534,NA,NA
2,12,"White",19,"Female",4,"Moderate",7,1,"No_Bias",NA,NA,-0.0249649241031548
2,11,"Asian",29,"Female",9,"Left",6,1,"No_Bias",NA,NA,-0.103828046479327
2,15,"Other",19,"Male",5,"Right",4,2,"No_Bias",NA,-0.027817063780354,NA
2,8,"Asian",19,"Female",4,"Moderate",7,3,"No_Bias",NA,0.0972384644060296,NA
2,15,"White",16,"Female",3,"Left",8,1,"No_Bias",NA,NA,-0.781515084234308
2,11,"Asian",39,"Female",13,"Moderate",7,1,"No_Bias",NA,NA,0.226653995698283
2,5,"White",22,"Male",7,"Moderate",7,3,"No_Bias",0.617279955649672,NA,NA
2,11,"Other",33,"Female",13,"Moderate",7,1,"No_Bias",NA,-0.306055504579681,NA
2,1,"White",23,"Female",4,"Moderate",5,2,"No_Bias",0.873433413503472,NA,NA
2,1,"White",40,"Female",7,"Left",5,1,"No_Bias",NA,NA,-0.298929814628792
2,9,"White",19,"Female",4,"Left",6,2,"No_Bias",NA,NA,0.0312398737194323
2,9,"White",37,"Female",7,"Left",7,1,"No_Bias",NA,NA,0.153360484948762
2,12,"White",31,"Male",7,"Left",5,1,"No_Bias",-0.0884675340611661,NA,NA
2,NA,"Asian",NA,NA,NA,"Right",7,1,"COVID",NA,NA,NA
2,5,"White",38,"Female",9,"Left",6,2,"No_Bias",NA,0.583281901203983,NA
2,2,"White",35,"Male",7,"Left",8,1,"No_Bias",NA,-0.710379551602669,NA
2,12,"Other",72,"Female",8,"Left",5,2,"No_Bias",0.322052808727179,NA,NA
2,9,"White",23,"Female",7,"Left",5,1,"No_Bias",NA,NA,-0.476877967658971
2,4,"White",18,"Male",5,"Left",3,1,"No_Bias",-0.507004987645162,NA,NA
2,9,NA,26,"Female",9,"Left",7,1,"No_Bias",NA,-0.06389569758929,NA
2,8,"Asian",39,"Male",12,"Moderate",8,1,"No_Bias",-0.106951541096717,NA,NA
2,10,"Black",19,"Female",5,"Moderate",7,3,NA,NA,NA,-0.373892386146117
2,5,"White",22,"Male",7,"Left",6,1,"No_Bias",NA,NA,-0.218479560627862
2,11,"Asian",23,"Female",7,"Moderate",5,3,"No_Bias",-0.177095123591799,NA,NA
2,4,"White",29,NA,9,"Left",8,1,"No_Bias",NA,NA,0.94086000374092
2,5,"White",45,"Male",9,"Left",8,2,"No_Bias",NA,NA,-0.212076187347528
2,9,"Other",20,"Female",5,"Left",9,1,"No_Bias",-0.0346187496035191,NA,NA
2,11,"White",55,"Female",13,"Moderate",8,1,"No_Bias",NA,0.253800530002431,NA
2,8,"Other",19,"Male",4,"Right",3,2,"No_Bias",-0.101547263129618,NA,NA
2,10,"White",26,"Male",4,NA,NA,2,"COVID",NA,-0.831512979050844,NA
2,8,"White",18,"Female",5,"Right",5,4,"No_Bias",NA,0.408375371966836,NA
2,2,"White",32,"Female",10,"Left",6,1,"COVID",NA,0.325502630293814,NA
2,11,"Asian",45,"Female",13,"Moderate",6,1,"No_Bias",NA,0.382097739162481,NA
2,1,"White",22,"Female",7,"Left",7,2,"COVID",NA,0.1306159960537,NA
2,6,"White",26,"Male",7,NA,7,1,"No_Bias",-0.0479210989304088,NA,NA
2,12,"White",55,"Female",13,"Left",8,4,"No_Bias",-0.437777902297849,NA,NA
2,10,"White",27,"Female",5,"Moderate",3,1,"No_Bias",-0.519357673821049,NA,NA
2,1,"White",18,"Male",4,"Left",8,1,"No_Bias",NA,NA,NA
2,11,"White",20,"Female",7,"Right",5,4,"No_Bias",0.432760805051257,NA,NA
2,2,"White",52,"Female",9,"Left",7,1,"No_Bias",NA,NA,-0.119275999678147
2,8,"Black",18,"Female",4,"Moderate",7,2,NA,NA,NA,-0.147376863523482
2,11,"White",32,"Female",13,"Left",7,1,"No_Bias",NA,0.431691358641346,NA
2,12,"White",59,"Female",8,"Left",8,1,"No_Bias",NA,0.157296276713003,NA
